prompt_id,prompt_title,shot_index,start_sec,end_sec,title,visual_action,camera,audio,continuity
16,7UP Extra Fizz 过度清洁：三维家庭喜剧汽水广告,7,52,60.046,Extra Fizz 产品英雄镜头,冰镇 7UP Extra Fizz 瓶在亮蓝天空前动态升起，夸张水花和爆裂气泡环绕；“INTRODUCING 7UP EXTRA FIZZ”与经典标志弹跳出现。,仰拍产品升起，短暂环绕后正面定格，留出广告尾帧。,水花、气泡爆裂与轻快音乐进入清新高潮。,产品标签清晰稳定，水花不遮挡瓶身与标题，结尾文字可读。
17,日系刻海苔：儿童海底幻想食品广告,1,0,2,第一口酥脆,蓝色条纹衫日本男孩坐在明亮餐桌旁，从白色陶瓷碗取一小撮刻海苔送入口中；白蓝包装清晰立在旁边。,产品与人物同框中近景，切入口和海苔脆片微距。,男孩说「パリパリ！」；突出清脆咬声与包装轻响。,首次锁定男孩、条纹衫、包装、陶瓷碗和海苔形态。
17,日系刻海苔：儿童海底幻想食品广告,2,2,3.5,惊喜抬头,男孩眼睛发亮、开心抬头，像从脆响中联想到大海。,从表情特写跟随视线轻微上仰，背景开始泛出青绿色光。,男孩说「海みたい！」；轻快音乐加入水泡般音色。,男孩脸型和服装不变，现实餐厅仍清晰可辨。
17,日系刻海苔：儿童海底幻想食品广告,3,3.5,5.5,餐厅化为海底世界,明亮餐厅无缝转化为通透青绿色海底空间，气泡上升，彩色鱼群游过，珊瑚和漂浮海藻围绕男孩但不遮挡产品。,仰视转海底广角，平滑环绕制造鱼群与桌面的视差。,柔和气泡、水下空间氛围与音乐上扬，无成人声音。,餐桌、男孩和包装位置可追踪；转化连续无硬切。
17,日系刻海苔：儿童海底幻想食品广告,4,5.5,7,手取刻海苔宏观,一只儿童的手从陶瓷碗中取起薄、干燥、酥脆的刻海苔丝，表面烘烤纹理清晰。,高端食品宏观特写，焦点从碗中海苔移到指尖。,海苔轻摩擦与陶瓷碗细响。,手指结构正确，只取适量；海苔不湿、不粘连、不变形为面条。
17,日系刻海苔：儿童海底幻想食品广告,5,7,9,三名孩子一起分享,第二名男孩与穿牛仔背带裤的女孩加入桌边，三名孩子自然传递并分享同一碗刻海苔。,三人中景结合递碗和取食手部近景，保持视线方向。,孩子说「いっしょに食べよう！」；自然笑声和碗碟轻响。,仅三名儿童；服装、包装位置和同一只陶瓷碗保持连续。
17,日系刻海苔：儿童海底幻想食品广告,6,9,10.5,海苔质感与女孩试吃,先展示干燥烘烤刻海苔的诱人近景，再由女孩自然取食、轻咬并露出满足微笑。,海苔极近景切女孩侧面中近景，短推捕捉真实反应。,女孩说「おいしい！」；清脆咬声清晰。,女孩牛仔背带裤与发型固定；咀嚼自然安全，无夸张塞食。
17,日系刻海苔：儿童海底幻想食品广告,7,10.5,12.5,海底餐桌快乐群像,三名儿童围桌笑着继续享用刻海苔，气泡和彩色鱼群在青绿背景中缓慢游动。,稳定三人群像，轻微横移后推近笑脸和分享动作。,孩子们说「パリパリ、おいしい！」；笑声与轻快音乐进入高潮。,三人身份和座位方向稳定，海底元素不遮挡脸与产品。
17,日系刻海苔：儿童海底幻想食品广告,8,12.5,15.041,刻海苔产品英雄镜头,白蓝刻海苔包装直立在盛满海苔丝的陶瓷碗后方；条纹衫男孩在左、女孩在右微笑，构成洁净产品尾帧。,正面产品英雄构图，缓慢推近并留出清晰停顿。,终句「きざみのり、だいすき！」；品牌尾音与轻柔气泡声收束。,包装图形、碗内海苔、男孩和女孩位置稳定，主体无遮挡。
18,Starbucks Coffee Galaxy：宇宙咖啡好莱坞广告,1,0,1.5,咖啡豆星空与银河中心,数百万颗发光烘焙咖啡豆像星辰悬浮在深空，金色宇宙光从中心升起，一只高端 Starbucks 杯在银河核心显现。,20mm anamorphic 超广角建立镜头，无人机式穿越并向杯子缓慢下降。,低沉电影配乐、细微咖啡豆颗粒漂浮声与宇宙低频。,首次锁定杯体比例、标志方向、深空黑和金色核心光。
18,Starbucks Coffee Galaxy：宇宙咖啡好莱坞广告,2,1.5,3,咖啡豆化为山脉,一颗烘焙咖啡豆在极端微距中扩展为咖啡纹理山脉、焦糖山谷、巧克力峭壁和芳香蒸汽。,100mm Leica 微距滑轨横移，浅景深沿豆体纹理探索。,细腻烘焙裂纹声、低沉地貌隆起声与蒸汽轻嘶。,豆体表面纹理连续放大，不出现硬切或材质跳变。
18,Starbucks Coffee Galaxy：宇宙咖啡好莱坞广告,3,3,4.5,咖啡行星配料轨道,Starbucks 杯悬浮在旋转咖啡行星上方，咖啡豆、肉桂棒、香草荚、巧克力碎片和金色咖啡粉像微型行星般绕杯运行。,优雅 360° 环绕镜头，以浅景深和金色轮廓光突出产品。,轨道掠过声、细碎香料颗粒声与配乐上扬。,杯体和标志稳定；各配料拥有清晰、互不碰撞的连续轨道。
18,Starbucks Coffee Galaxy：宇宙咖啡好莱坞广告,4,4.5,6,浓缩咖啡化为宇宙河,新鲜浓缩咖啡倾入杯中，液流延伸为穿过太空的发光宇宙河，咖啡蒸汽扩散成横跨银河的巨大星云。,高速液体宏观摄影无缝转入慢动作宇宙广角。,浓缩咖啡倾注、杯壁回响与宽阔宇宙呼啸。,液流从杯口连续延伸；咖啡和蒸汽运动符合真实物理。
18,Starbucks Coffee Galaxy：宇宙咖啡好莱坞广告,5,6,7.5,FPV 穿越咖啡银河,镜头穿过咖啡行星、焦糖环、牛奶云星云、可可小行星、闪耀糖粉和咖啡豆星座。,动态 FPV 飞行，在体积咖啡雾和宇宙阳光中自然变速穿梭。,高速掠过、颗粒擦肩和节奏加速的电影配乐。,沿前一镜宇宙河进入同一银河空间，障碍物尺度和速度可信。
18,Starbucks Coffee Galaxy：宇宙咖啡好莱坞广告,6,7.5,9,银河旋涡化为拉花,顶视浓缩咖啡，丝滑牛奶缓慢注入并形成杯中的螺旋银河，随后演化为优雅拉花。,顶视宏观镜头平滑旋转下降，最终稳定在杯面上方。,牛奶细流、咖啡旋涡与柔和咖啡馆音色。,牛奶与咖啡混合连续，银河纹理必须自然收束为可辨识拉花。
18,Starbucks Coffee Galaxy：宇宙咖啡好莱坞广告,7,9,10.5,星际 Starbucks Reserve 咖啡馆,奢华 Starbucks Reserve 咖啡馆漂浮在星海，暖木内饰、发光吊灯、自然交谈的人群和全景窗外的 Coffee Galaxy 同时显现。,稳定器平滑步入，从温暖室内走向俯瞰无限宇宙的全景窗。,克制咖啡馆谈话、杯碟轻响与温暖空间氛围。,Reserve 内饰保持高端写实，窗外银河与前序宇宙方向连续。
18,Starbucks Coffee Galaxy：宇宙咖啡好莱坞广告,8,10.5,12,冻结咖啡粒子子弹时间,咖啡豆、牛奶液滴、浓缩咖啡飞溅、巧克力颗粒、蒸汽和金色粉尘全部冻结在杯子周围。,子弹时间镜头穿过冻结粒子并向产品持续推进，闪光和景深层次清晰。,环境声突然抽离，只保留低频脉冲与细微高光闪烁声。,所有粒子完全静止，杯子与标志不漂移，相机仍顺畅运动。
18,Starbucks Coffee Galaxy：宇宙咖啡好莱坞广告,9,12,13.5,咖啡行星产品英雄镜头,Starbucks 杯威严地立在漂浮咖啡行星上，焦糖瀑布、发光咖啡环、星云和金色日出围绕产品。,缓慢圆周环绕英雄镜头，以奢华构图强调品牌和工艺。,宏大配乐回归，焦糖流动和远景宇宙低频叠加。,标志始终正面可读，焦糖瀑布和咖啡环不遮挡杯体。
18,Starbucks Coffee Galaxy：宇宙咖啡好莱坞广告,10,13.5,15.116,绿色品牌尾帧,Coffee Galaxy 溶解为干净的 Starbucks 绿色背景，品牌标志淡入，下方出现“BREW YOUR MOMENT”。,正面居中构图，优雅缓慢拉远并留出品牌停顿。,配乐收束为清晰品牌和弦，环境声干净淡出。,品牌绿准确稳定，标志与标语无错字、无遮挡并保持清晰。
19,Deep Hydration：奢华面霜补水广告,1,0,1.5,Pure Reveal｜纯净揭示,水晶玻璃面霜罐从完全清澈的水中缓慢升起，柔白光、薄雾与优雅涟漪营造纯净奢华感。,水面低角度中近景缓慢推近，以超慢动作捕捉罐体破水。,低沉清澈的水声、细微涟漪与高级美容广告音乐起奏。,首次锁定玻璃罐、银色盖、标签比例与清澈水体。
19,Deep Hydration：奢华面霜补水广告,2,1.5,3,Premium Detail｜包装微距,玻璃罐表面覆盖闪耀凝露，锐利反射突出玻璃工艺与高端包装细节。,极端美容微距沿罐身轻滑，精准焦点从凝露移到标签与银色边缘。,凝露轻响与细腻玻璃高频质感。,罐体、盖子和标签与上一镜完全一致，无文字漂移。
19,Deep Hydration：奢华面霜补水广告,3,3,4.5,Hydration Ingredients｜补水成分,水滴、透明质酸分子、芦荟凝胶、白花、植物精华与补水粒子在产品周围优雅漂浮。,浅景深慢动作环绕，依次掠过成分并回焦产品。,轻柔水滴、空气掠过与晶莹粒子音色。,成分数量克制、尺度可信，不遮挡产品与标签。
19,Deep Hydration：奢华面霜补水广告,4,4.5,6,Hydration Burst｜补水爆发,清澈水花动态环抱面霜罐，发光补水粒子与细小植物花瓣在空中优雅旋转。,高速流体摄影转超慢动作环绕，保持产品居中稳定。,清脆水花冲击与音乐节奏上扬。,水花物理连贯，罐体不漂移，花瓣不穿透包装。
19,Deep Hydration：奢华面霜补水广告,5,6,7.5,Cream Texture｜乳霜质地,丰润白色保湿霜形成丝滑飘带，在空中顺滑扭转并环绕产品，展示细腻厚润质地。,宏观侧移跟随乳霜飘带，焦点在乳霜纹理与产品间平滑转换。,柔滑掠过声与轻柔上升音效。,乳霜保持纯白、连续、细腻，不断裂、不滴漏、不变成液体。
19,Deep Hydration：奢华面霜补水广告,6,7.5,9,Skin Absorption｜皮肤吸收,乳霜在健康真实的皮肤上轻松铺开，皮下补水粒子柔和发亮，显现水润通透的完成效果。,皮肤宏观特写缓慢推移，以精确焦点呈现乳霜吸收前后纹理。,克制涂抹声、柔和呼吸感与温暖音乐层。,皮肤纹理真实，无塑料感；乳霜用量自然，手部结构正确。
19,Deep Hydration：奢华面霜补水广告,7,9,10.5,Healthy Glow｜水润光泽,健康水润肌肤沐浴在柔和自然日光中，少量悬浮水滴和植物元素强调清新、柔软与持久保湿。,美容中近景结合浅景深侧向滑移，柔和高光沿肌肤移动。,自然空气感、细微水滴与音乐进入明亮段落。,肤色与上一镜一致，植物元素克制，不遮挡主要肌肤。
19,Deep Hydration：奢华面霜补水广告,8,10.5,12,Hydration Freeze｜补水冻结,水花、水滴、乳霜丝带、花瓣与发光补水粒子在空中完全冻结，形成平衡高级的美妆构图。,子弹时间镜头穿过静止流体与粒子向产品平滑推进。,环境声短暂抽离，只留低频脉冲与晶莹高光声。,所有流体与粒子彻底静止，相机继续移动；产品不抖动、不漂移。
19,Deep Hydration：奢华面霜补水广告,9,12,13.5,Hero Product｜产品英雄镜头,面霜罐稳立在反射玻璃台面，清澈水体、发光补水粒子与柔和体积光共同围出戏剧性英雄构图。,低角度缓慢圆周环绕并轻推产品，标签保持正面可读。,音乐恢复并形成清澈奢华的品牌高潮。,倒影、玻璃罐和标签对齐，水与粒子不遮挡产品。
19,Deep Hydration：奢华面霜补水广告,10,13.5,15.092,Brand Signature｜品牌签名,画面溶解到极简白色棚拍背景，品牌标志优雅淡入，下方出现准确标语“Hydration That Lasts.”。,正面居中固定构图，极轻微拉远并留出品牌停顿。,清澈品牌和弦收束，水声与环境声干净淡出。,只保留准确品牌标志与指定标语，无其他文字、字幕或水印。
20,Taste Summer：热带芒果汁品牌广告,1,0,2.2,热带厨房与芒果变瓶,白衣女性已站在阳光充足的热带厨房，手持熟芒果贴近脸庞微笑；她把芒果抛起，旋转中的鲜果魔法变成冰镇品牌芒果汁瓶并被自信接住。,人物中近景跟随芒果抛物线，使用旋转匹配剪辑完成芒果到瓶子的无缝转化。,厨房自然声、鸟鸣、衣物轻响与接瓶声；她说“Taste summer in every sip.”，无音乐。,首次锁定人物身份、白色服装、项链、芒果与瓶体包装；抛接轨迹连续，手指结构正确。
20,Taste Summer：热带芒果汁品牌广告,2,2.2,4.0,凝露与芒果水花宏观,冰镇瓶身覆盖闪耀凝露，金黄芒果汁、鲜芒果块、碎冰、热带叶片与细小水滴在暖阳中慢动作爆开，鲜橙标签保持清晰。,极端宏观产品摄影结合高速流体慢动作，沿瓶身标签和凝露精确移焦。,水花、冰块碰撞、果汁流动与细微气泡声，无配乐。,瓶形、标签和标志不变；液体、冰块与果块遵守真实物理且不遮挡产品。
20,Taste Summer：热带芒果汁品牌广告,3,4.0,5.5,开瓶畅饮,她旋开瓶盖，清脆开瓶后自然饮用，短暂闭眼感受清凉，再露出像尝到第一口夏天般的真实微笑。,瓶盖与手部近景切人物侧面中近景，浅景深捕捉闭眼与微笑。,清脆开瓶声、轻微气泡、吞咽与自然呼吸，无音乐。,人物身份、妆容和服装稳定；瓶盖、瓶口、手指和饮用动作符合真实结构。
20,Taste Summer：热带芒果汁品牌广告,4,5.5,8.2,热带水果市场,她携带同一瓶芒果汁穿行于色彩丰富的热带水果摊，向友好摊主打招呼、品尝鲜芒果片、自然发笑，并浏览装满成熟热带水果的篮筐。,自然手持与稳定器交替跟拍，使用肩后镜头、侧向移动和表情近景保持生活方式质感。,市场交谈、脚步、摊位细响、自然笑声与水果触碰声，无音乐。,同一人物和瓶子全程可追踪；摊主均为成年人，背景人物不重复、不突变。
20,Taste Summer：热带芒果汁品牌广告,5,8.2,10.8,金色果园采摘与野餐,金色时刻的茂密芒果园中，她伸手摘下成熟芒果装入编织篮，随后与成年朋友在树荫下轻松野餐，共同饮用相同品牌芒果汁、聊天分享水果。,果园侧逆光跟拍采摘动作，切编织篮近景和树冠下稳定群像。,鸟鸣、树叶沙沙、摘果声、果园微风、轻声交谈和自然笑声。,人物白衣与项链稳定；手部采摘自然；篮中芒果、朋友人数和相同品牌瓶保持连续。
20,Taste Summer：热带芒果汁品牌广告,6,10.8,13.2,夕阳递出产品,她独自站在成排芒果树前，夕阳从身后照亮轮廓；她朝镜头走来微笑，把冰镇芒果汁瓶伸到镜头前形成产品英雄画面。,金色时刻正面稳定器后退跟拍，瓶身接近镜头时以广角透视突出产品并保持标签可读。,脚步、微风和树叶声；她说“Pure mango. Pure happiness.”，无音乐。,脸部与白色服装不变；手臂伸展自然；瓶体、标签和凝露稳定无畸变。
20,Taste Summer：热带芒果汁品牌广告,7,13.2,14.129,果园拉远收尾,镜头缓慢拉远，显露发光的果园、金色夕阳、轻摆树叶和背景中一起庆祝的成年朋友，画面自然淡出。,从近距离产品与人物构图平滑拉远为果园大全景。,果园微风、树叶沙沙、远处笑声与鸟鸣自然淡出，无配乐。,夕阳方向和朋友位置与前序果园段一致；无字幕、标志叠加或水印。
21,悬浮提拉米苏：食材拆解重组广告,1,0,1.0,提拉米苏垂直拆解,完整提拉米苏瞬间沿垂直方向爆开成严格对齐的悬浮层；巧克力装饰、可可粉、马斯卡彭奶油球、手指饼干与奶油夹层快速分离后立刻冻结，少量可可颗粒自然漂浮。,固定正面宏观中近景，构图与焦点锁定主体中心，以高速干净的垂直动作完成拆解。,低频轻冲击、食材快速掠过和细小可可粉沙响；无对白。,食材顺序、尺度和垂直轴准确，悬浮后完全静止，黑底与机位不变。
21,悬浮提拉米苏：食材拆解重组广告,2,1.0,2.0,玻璃信息面板连接食材,透明暗色圆角玻璃面板以柔和弹簧动画出现在悬浮食材周围，极细白线从每种食材自动延伸并连接到对应面板；面板只有薄白边与轻阴影，没有文字。,固定镜头不动，界面从主体周围有序展开，保持提拉米苏层级为视觉中心。,克制的玻璃弹簧、细线延伸与柔和锁定声。,每条连接线只锚定对应食材，面板不遮挡主体，不出现任何文字或亮色 HUD。
21,悬浮提拉米苏：食材拆解重组广告,3,2.0,5.5,五类食材制作微视频,所有面板同时播放写实循环微视频：巧克力融化、调温与卷曲；可可豆变成可可粉；马斯卡彭打发为丝滑奶油；手指饼干烘烤并冷却；浓缩咖啡萃取并浸润手指饼干。每个面板上方显示对应食材的干净 3D 图标。,主镜头与悬浮食材保持绝对静止，只让面板内部以宏观产品摄影方式循环；界面动效极其克制。,巧克力流动、研磨、打发、烘烤细响与浓缩咖啡萃取声被压缩为高级微型 ASMR。,所有连接线持续准确附着；食材本体完全静止；面板视频与 3D 图标一一对应。
21,悬浮提拉米苏：食材拆解重组广告,4,5.5,6.8,界面折叠回收,所有微视频同时停止，玻璃面板顺滑缩小并向内折叠，白色连接线优雅回缩，直至所有窗口完全消失，只留下悬浮食材。,固定镜头，以同步缩放、折叠和线条回收制造干净转场。,微视频声同步截停，玻璃折叠与细线回收声整齐收束。,面板和连接线必须全部消失，不留残影、碎片、文字或光效。
21,悬浮提拉米苏：食材拆解重组广告,5,6.8,8.2,食材同步重组,所有悬浮食材同时向原位移动，逐层精确重构提拉米苏；奶油柔软压缩，可可粉自然落定，巧克力装饰锁回开场位置，成品与首帧完全相同。,固定正面构图，使用同步反向运动展示每层准确归位，结尾短暂停在完整英雄画面。,层叠回位、奶油柔软挤压、粉末落定与巧克力轻触声。,重组后尺寸、位置、层数和装饰与首帧逐像素一致，不得漏层、穿模或漂移。
21,悬浮提拉米苏：食材拆解重组广告,6,8.2,10.058,银匙切开与横截面,成年女性手从右侧平滑进入，持高端银匙缓慢压入提拉米苏；奶油明显压缩、拉伸并自然颤动，银匙切穿每一层后抬起约半份甜品。湿润咖啡手指饼干、蓬松马斯卡彭和可可横截面清晰可见，碎屑与可可粉轻落，匙中奶油甜品在剩余主体旁停顿。,静态镜头保持甜品居中，以浅景深精准移焦银匙压入、奶油拉丝、横截面与最终停顿。,近距离银匙压入奶油、切断湿润饼干、拉丝分离和碎屑落下的食物 ASMR。,手部解剖正确且只从右侧进入；银匙不变形、不穿模；抬起部分约占一半，剩余甜品自然保持形状。
22,粉色幼犬 SUS304 保温杯：高级 UGC 产品评测广告,1,0,1.2,Hook Shot｜手持旋转揭示,一只手把保温杯举到镜头近处并缓慢旋转，粉色与奶油色幼犬插画完整显现，背景是温暖柔焦的晨间空间。,近距离自然手持中近景，顺着杯身轻微移动并把焦点锁在插画。,手握杯身轻响、柔和晨间环境和轻盈 UGC 音乐起奏。,首次锁定杯体比例、配色、插画、哑光材质和手部肤色；手指结构正确。
22,粉色幼犬 SUS304 保温杯：高级 UGC 产品评测广告,2,1.2,2.4,Product & Packaging｜产品与包装,保温杯与配套精品包装盒整齐摆在干净木桌上，构成简洁高级的开箱展示。,缓慢顶视电影移动，以顺滑移焦依次强调产品和包装。,包装轻触木桌与克制转场声。,杯身和包装图形匹配，桌面整洁，不增加无关道具。
22,粉色幼犬 SUS304 保温杯：高级 UGC 产品评测广告,3,2.4,3.6,SUS304 Interior Macro｜内胆微距,镜头深入瓶口，展示抛光 SUS304 不锈钢内胆、精密收口和真实金属反射。,极端宏观特写沿瓶口向内缓慢推进，精确控制高光和焦点。,细腻金属高频质感与轻微空间回响。,内胆洁净且结构可信，瓶口、杯壁厚度和金属材质不变形。
22,粉色幼犬 SUS304 保温杯：高级 UGC 产品评测广告,4,3.6,4.8,One-Click Lid｜一键开盖,手指按下单手锁扣，翻盖在满足感十足的“咔哒”瞬间平稳弹开，铰链结构清晰可见。,锁扣与铰链近景慢动作，跟随翻盖弧线轻微上移。,清晰“咔哒”锁扣声、翻盖开启声和轻柔音乐重拍。,同一锁扣、翻盖与铰链；开合轨迹符合机械结构，不穿模、不松脱。
22,粉色幼犬 SUS304 保温杯：高级 UGC 产品评测广告,5,4.8,6.0,Water Pour Test｜注水测试,晶莹清水倾入打开的保温杯，涟漪、反射和细小水滴以真实慢动作展示容量与内胆质感。,瓶口上方斜俯宏观结合高速流体摄影，焦点跟随水流进入杯内。,清晰注水、涟漪和少量水滴声。,水流遵守重力且不外漏；杯身、开盖状态和 500ml 尺度感连续。
22,粉色幼犬 SUS304 保温杯：高级 UGC 产品评测广告,6,6.0,7.2,Lifestyle Shot｜晨间野餐,保温杯立在舒适户外野餐桌上，旁边只有整齐书本和少量轻食，暖晨光塑造放松生活方式。,低速环绕杯身，使用浅景深和柔和逆光把背景化为奶油散景。,鸟鸣、微风、书页轻响与温暖音乐层。,同一产品正面插画可辨；书本和轻食数量、位置在环绕中稳定。
22,粉色幼犬 SUS304 保温杯：高级 UGC 产品评测广告,7,7.2,8.4,Anti-Slip Base Macro｜防滑底微距,保温杯底部的防滑硅胶纹理占据画面，旋转高光突出抓地结构、质感和耐用性。,极端微距慢速旋转，沿硅胶纹理精确移焦。,硅胶轻触桌面与克制旋转掠过声。,底部尺寸与杯身一致，纹理清晰连续，不出现错误标记或变形。
22,粉色幼犬 SUS304 保温杯：高级 UGC 产品评测广告,8,8.4,10.147,Hero Ending｜人物推荐收尾,一只手拿起保温杯并轻柔递向镜头，背景中的成年人物自然微笑但面部保持轻微虚化；画面以产品英雄构图显示“Cute • Practical • Keeps Your Drink Perfect”。,产品近景稳定推向镜头，人物后景保持奶油散景，最后短暂停顿。,拿起杯子的细响、轻盈品牌提示音与音乐收束。,产品与手部清晰、人物不抢焦；指定标语拼写、圆点和大小写准确，无额外文字。
23,HappyHorse 单分镜抹茶拿铁：十二镜头生活方式广告,1,0,1.2,Opening Hero｜开场产品英雄镜头,完成的冰抹茶拿铁居中立于暖木咖啡馆吧台，杯壁凝露在柔和晨光下闪烁。,电影级慢速推近，浅景深锁定杯形、抹茶色和品牌细节。,柔和咖啡馆音乐起奏，远处空间声与冰块轻响。,首次锁定透明杯轮廓、标志、泡沫、冰块和鲜明抹茶绿。
23,HappyHorse 单分镜抹茶拿铁：十二镜头生活方式广告,2,1.2,2.4,Ceremonial Matcha｜仪式级茶粉,竹制茶勺划过细腻鲜绿抹茶粉，少量粉末在光束中自然扬起。,极端宏观侧移，焦点沿茶勺边缘和茶粉纹理移动。,竹勺刮粉的干燥细响。,茶粉保持鲜绿、细腻、无结块，不出现多余工具。
23,HappyHorse 单分镜抹茶拿铁：十二镜头生活方式广告,3,2.4,3.6,Water Bloom｜注水绽放,温水注入陶瓷茶碗，抹茶扩散为饱和翡翠色液体，产生真实涟漪和轻柔蒸汽。,斜俯宏观跟随水流落点，平滑推近色彩扩散。,清澈注水、陶瓷回响与轻微蒸汽声。,水流和蒸汽真实，抹茶颜色与成品保持同一色系。
23,HappyHorse 单分镜抹茶拿铁：十二镜头生活方式广告,4,3.6,4.8,Bamboo Whisk｜竹筅击拂,竹筅快速而稳定地搅打抹茶，表面形成细密光泽泡沫。,顶视宏观跟踪竹筅圆周运动，镜头轻微旋转。,有节奏的竹筅击拂 ASMR。,竹筅结构完整，泡沫逐步形成，无液体飞散穿模。
23,HappyHorse 单分镜抹茶拿铁：十二镜头生活方式广告,5,4.8,6.0,Milk & Ice｜牛奶与冰,冷牛奶倒入装有透明冰块的同一品牌玻璃杯，奶液环绕冰块并形成洁净反射。,杯口斜俯高速流体微距，沿杯壁缓慢下移。,牛奶倾注、冰块碰杯与凝露细响。,杯形、标志和冰块数量锁定；牛奶遵守真实重力和折射。
23,HappyHorse 单分镜抹茶拿铁：十二镜头生活方式广告,6,6.0,7.2,Matcha Ribbon｜抹茶丝带混合,准备好的抹茶以慢动作注入牛奶，绿色与白色形成优雅丝带，最终稳定为准确的成品色。,侧逆光宏观慢动作，使用颜色匹配转场进入成品。,浓稠液流、冰块轻碰和音乐小幅上扬。,混合过程连续，不突变、不浑浊成棕色，最终泡沫高度一致。
23,HappyHorse 单分镜抹茶拿铁：十二镜头生活方式广告,7,7.2,8.4,Macro Product Reveal｜产品环绕,成品杯的泡沫、冰块、凝露、玻璃边缘和品牌细节被逐一揭示。,精确环绕产品并顺滑移焦，结尾回到正面品牌构图。,细微玻璃高频、凝露滑落和克制品牌提示音。,产品尺寸、标志、饮料颜色和液面绝对稳定。
23,HappyHorse 单分镜抹茶拿铁：十二镜头生活方式广告,8,8.4,9.6,Counter Handoff｜吧台递杯,同一名女性在吧台接过抹茶拿铁，与成年咖啡师自然微笑致意。,横向电影跟拍递杯动作，保持手部和杯体同框。,玻璃落托、轻声致意与咖啡馆环境。,女性身份、发型和中性色服装首次锁定；双手结构正确。
23,HappyHorse 单分镜抹茶拿铁：十二镜头生活方式广告,9,9.6,10.8,First Sip｜窗边第一口,女性坐在阳光窗边自然举杯试饮，露出真实克制的满足反应。,亲密手持中近景，焦点从杯子移到表情后再回到产品。,冰块轻响、自然吞咽与柔和呼吸。,同一人物与产品；饮用后液面只产生合理小幅下降。
23,HappyHorse 单分镜抹茶拿铁：十二镜头生活方式广告,10,10.8,12.0,Café Tracking｜咖啡馆跟拍,女性拿着饮品穿过现代日系咖啡馆，背景顾客与暖木细节形成自然纵深。,稳定器侧后方跟拍，穿越前景制造电影视差。,脚步、低声交谈、杯碟声与音乐推进。,产品始终可追踪；背景人物不复制、不抢主体焦点。
23,HappyHorse 单分镜抹茶拿铁：十二镜头生活方式广告,11,12.0,13.4,Friends Gather｜朋友会合,金色时刻的户外桌边，女性加入成年朋友并把同一杯抹茶拿铁放在画面中心。,自然手持群像结合产品落桌近景，柔和绕桌半步。,玻璃落桌、朋友问候和自然笑声。,朋友均为成年人且数量稳定；杯形、标志和抹茶色连续。
23,HappyHorse 单分镜抹茶拿铁：十二镜头生活方式广告,12,13.4,15.242,Golden-Hour Celebration｜金色庆祝,朋友举起相同抹茶饮品庆祝，主角的英雄杯最靠近镜头，金色阳光包围温暖咖啡馆场景。,先轻推英雄杯，再优雅拉远显露完整庆祝群像和夕阳环境。,轻柔碰杯、自然笑声与温暖品牌和弦收束。,英雄杯无遮挡且品牌稳定；阳光耀斑克制，人物和杯子不重复。
24,"Tiny Crew, Big Fries：萌系迷你工人薯条工厂广告",1,0,3.0,Factory Exterior｜工厂外景英雄镜头,明亮红黄快餐工厂沐浴在暖阳中，大批迷你工人搬运超大薯条盒和套餐托盘，一辆小叉车沿干净路面运送纸箱。,电影级广角建立后缓慢推向工厂入口，以前景叉车制造尺度和视差。,欢快配乐、迷你脚步、叉车轻响和远处团队忙碌声。,首次锁定工人造型、工厂红黄配色、叉车比例与干净环境。
24,"Tiny Crew, Big Fries：萌系迷你工人薯条工厂广告",2,3.0,6.0,Kitchen Production Line｜厨房生产线,洁净厨房内，工人沿不锈钢台面和传送带同步协作：部分制作汉堡、部分搬饮料、部分炸制和撒盐薯条。,横向跟拍生产线，穿插传送带纵深和整齐工位中景。,传送带、金属器具、饮料落托与有节奏的厨房作业声。,工人服装和比例一致；设备位置、工序方向与传送带运动连续。
24,"Tiny Crew, Big Fries：萌系迷你工人薯条工厂广告",3,6.0,7.5,Fries Lift｜薯条起锅美食镜头,金黄薯条从炸锅中升起，油滴自然回落，酥脆表面和温热蒸汽在商业灯光下清晰可见。,高速食物宏观转轻微慢动作，沿薯条边缘精确移焦。,油炸滋滋、金属炸篮和油滴回落声。,薯条熟度均匀、金黄不焦黑；油和蒸汽遵守真实物理。
24,"Tiny Crew, Big Fries：萌系迷你工人薯条工厂广告",4,7.5,9.0,Salt & Carton｜撒盐装盒与击掌,闪亮盐粒落在热薯条上，迷你工人把薯条整齐装入红盒，随后自豪微笑并开心击掌。,撒盐极近景切装盒中近景，再以短推捕捉击掌表情。,盐粒沙响、纸盒摩擦与清脆击掌。,红盒设计稳定；盐量克制；手部结构正确，击掌不穿模。
24,"Tiny Crew, Big Fries：萌系迷你工人薯条工厂广告",5,9.0,12.0,Packaging Teamwork｜套餐打包协作,成排工人把薯条、汉堡和饮料装上餐盘，完成的套餐沿传送带前进；工人快速但可爱地移动并做小型胜利舞。,节奏化打包蒙太奇结合传送带跟随和整齐群像。,纸盒折叠、杯子与餐盘轻碰、传送带和欢快庆祝音。,套餐组件和数量稳定；工人动作同步且不互相穿透，传送带方向不变。
